Accession,Uniprot,Full.Uniprot,Description,R1.X127_N.126,R2X127_N.126,R1.X127_C.126,R1.X128_N.126,R2X127_C.126,R2X128_N.126,R1.X128_C.126,R1.X129_N.126,R2X128_C.126,R2X129_N.126,R1.X129_C.126,R1.X130_N.126,R2X129_C.126,R2X130_N.126,R1.X130_C.126,R1.X131.126,R2X130_C.126,R2X131.126
13560275,Q8RZW7,tr|Q8RZW7|Q8RZW7_ORYSJ,Os01g0916400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=SBP PE=2 SV=1,0.975,0.932,1.027,0.978,0.928,0.912,1.238,1.113,1.284,0.869,0.954,0.912,1.014,1.237,0.867,0.771,0.877,0.831
53370646,Q60DM0,tr|Q60DM0|Q60DM0_ORYSJ,"40S ribosomal protein S21, putative OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g46490 PE=4 SV=1",0.993,0.99,0.942,0.912,0.895,0.82,0.972,0.992,0.945,0.906,0.911,0.827,0.907,0.919,0.748,0.808,0.829,0.838
55296706,Q5VMA1,tr|Q5VMA1|Q5VMA1_ORYSJ,Putative lipase OS=Oryza sativa subsp. japonica OX=39947 GN=P0046E09.19 PE=4 SV=1,0.932,0.831,1.569,1.468,1.603,1.066,1.405,1.021,1.451,0.983,1.717,1.047,1.744,1.332,1.079,1.251,1.094,0.925
108710322,Q10FE5,tr|Q10FE5|Q10FE5_ORYSJ,"Retrotransposon protein, putative, Ty1-copia subclass, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g46770 PE=4 SV=1",1.316,1.156,1.364,1.221,1.316,1.229,1.249,1.069,1.219,1.519,1.68,1.737,1.516,1.382,1.313,0.901,1.216,1.041
115439727,Q5JNF3,tr|Q5JNF3|Q5JNF3_ORYSJ,Os01g0730500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os01g0730500 PE=2 SV=1,0.903,0.868,1.029,0.966,0.93,0.949,0.908,0.801,0.775,0.707,1.018,0.972,1.034,0.822,0.928,0.922,0.774,0.847
115446541,Q6ER94,sp|Q6ER94|BAS1_ORYSJ,"2-Cys peroxiredoxin BAS1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=BAS1 PE=1 SV=1",0.93,0.942,0.895,0.806,0.892,0.788,0.838,0.937,0.842,0.875,1.109,1.125,1.101,1.06,0.905,0.839,0.906,0.884
115448639,Q6Z2U3,tr|Q6Z2U3|Q6Z2U3_ORYSJ,Os02g0744000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0744000 PE=2 SV=1,0.783,0.854,0.926,0.718,0.833,0.845,0.773,0.63,0.86,0.817,1.036,1.123,1.007,0.977,0.728,0.666,0.858,0.702
115449561,Q6K8N9,tr|Q6K8N9|Q6K8N9_ORYSJ,Glutathione S-transferase C-terminal domain-containing protein-like OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0814800 PE=2 SV=1,0.854,0.921,1.048,0.961,0.887,1.105,0.964,0.832,1.011,0.707,0.971,0.981,0.95,0.899,0.708,0.834,0.845,0.762
115450345,Q10SL6,tr|Q10SL6|Q10SL6_ORYSJ,"Dihydrodipicolinate reductase, C-terminus family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g02690 PE=2 SV=1",0.856,0.9,0.98,0.697,1.012,0.9,1.059,1.152,0.93,0.917,1.264,1.568,1.046,0.954,0.767,0.709,0.936,0.888
115451067,Q10R10,tr|Q10R10|Q10R10_ORYSJ,"Hydrolase, carbon-nitrogen family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g07910 PE=2 SV=1",1.012,0.965,1.066,1.093,0.927,0.999,1.016,1.124,1.044,0.815,0.946,1.057,1.116,1.073,0.784,0.714,0.797,0.907
115453887,Q10HR9,tr|Q10HR9|Q10HR9_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g38120 PE=2 SV=1,0.973,1.107,0.802,0.727,0.761,0.858,0.834,1.065,0.92,1.449,1.003,0.935,0.876,1.207,0.795,0.716,0.754,0.725
115454841,Q75IA6,tr|Q75IA6|Q75IA6_ORYSJ,Os03g0704100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0004L11.4 PE=2 SV=1,0.841,0.884,0.979,0.909,0.959,0.988,1.122,0.956,1.037,0.764,1.017,1.063,0.969,0.841,0.743,0.846,0.772,0.769
115459134,Q7X7H3,tr|Q7X7H3|Q7X7H3_ORYSJ,OSJNBa0076N16.12 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0490800 PE=2 SV=2,1.025,1.025,1.053,0.996,0.999,1.028,0.841,1.252,0.856,0.858,1.081,1.323,1.088,1.116,0.891,0.851,0.918,0.92
115465267,Q0DG76,tr|Q0DG76|Q0DG76_ORYSJ,Os05g0549100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0549100 PE=4 SV=1,1.166,0.934,0.932,0.948,0.931,0.95,0.888,0.858,0.849,0.775,0.951,1.135,0.968,0.887,0.772,0.912,0.791,0.904
115472755,Q84PB7,sp|Q84PB7|THF1_ORYSJ,"Protein THYLAKOID FORMATION1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=THF1 PE=2 SV=1",1.044,1.083,0.855,0.805,0.833,0.703,0.844,1.096,0.824,0.715,0.711,0.834,0.795,0.865,0.504,0.588,0.674,0.797
115478593,Q6K2P3,tr|Q6K2P3|Q6K2P3_ORYSJ,Glucose-6-phosphate 1-epimerase OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0327400 PE=2 SV=1,1.035,0.941,1.132,1.083,1.123,1.311,0.952,0.869,0.944,0.69,1.152,1.458,1.127,1.072,0.848,1.199,0.805,0.961
115479815,Q69QQ2,tr|Q69QQ2|Q69QQ2_ORYSJ,Os09g0482200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0482200 PE=3 SV=1,0.891,1.01,0.941,0.931,0.954,1.145,1.155,0.951,1.297,1.057,1.261,1.109,1.303,1.529,0.978,0.953,0.948,1.047
115482032,A3C4S4,sp|A3C4S4|GME1_ORYSJ,"GDP-mannose 3,5-epimerase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=GME-1 PE=1 SV=1",1.042,0.929,0.86,0.851,0.89,0.772,0.923,0.946,0.913,0.93,0.868,0.93,0.831,1.083,0.794,0.811,0.741,0.887
115488992,Q2QNV2,tr|Q2QNV2|Q2QNV2_ORYSJ,"Fiber protein Fb19, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g36640 PE=2 SV=1",0.804,0.854,1.118,1.089,1.087,0.919,1.551,1.219,1.426,1.283,1.297,0.957,1.235,1.256,0.801,0.808,0.958,0.941
115489130,Q2QNG7,sp|Q2QNG7|ACLA3_ORYSJ,ATP-citrate synthase alpha chain protein 3 OS=Oryza sativa subsp. japonica OX=39947 GN=ACLA-3 PE=2 SV=1,1.257,1.131,0.947,1.007,1.146,1.101,1.094,1.401,1.14,1.36,1.17,1.188,1.119,1.191,1.017,0.863,1.094,1.033
115489830,Q2QLI3,tr|Q2QLI3|Q2QLI3_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g44370 PE=2 SV=1,1.097,1.043,1.145,1.062,1.108,1.143,1.164,1.208,1.079,1.097,1.364,1.16,1.141,1.032,0.978,0.778,0.889,0.908
125558308,Q84NN4,sp|Q84NN4|CDSP_ORYSJ,"Thioredoxin-like protein CDSP32, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=CDSP32 PE=2 SV=1",1.092,1.045,1.005,0.867,1.027,1.137,0.92,0.931,0.913,0.983,1.227,1.174,1.231,1.008,0.829,0.879,0.865,0.923
125563710,A3BYT1,tr|A3BYT1|A3BYT1_ORYSJ,AB hydrolase-1 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_29351 PE=4 SV=1,0.928,0.997,1.081,0.733,1.138,0.905,0.941,0.857,0.801,0.795,1.1,1.111,1.102,0.972,0.791,0.819,0.82,0.517
125564469,A3C0W4,tr|A3C0W4|A3C0W4_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_30105 PE=4 SV=1,0.934,0.9,0.791,0.824,0.873,0.875,0.826,0.777,0.793,0.812,0.844,0.852,0.855,0.908,0.619,0.64,0.796,0.766
125569348,A2ZQ66,tr|A2ZQ66|A2ZQ66_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_00702 PE=4 SV=1,0.848,0.819,1.007,1.063,1.012,0.842,1.178,0.927,1.164,0.904,1.038,0.938,1.063,1.018,0.749,0.881,0.776,0.829
125579029,A3CGG2,tr|A3CGG2|A3CGG2_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_35775 PE=4 SV=1,1.128,0.97,1.002,1.001,0.846,0.894,0.964,0.938,0.961,0.667,1.117,1.189,0.98,1.063,0.885,0.88,0.772,0.881
218194578,B7E914,tr|B7E914|B7E914_ORYSJ,Os04g0310500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0310500 PE=2 SV=1,1.015,0.878,1.062,0.945,0.976,0.938,1.071,1.226,0.999,1.005,1.221,1.078,1.055,1.155,0.87,0.847,0.901,0.986
218197851,B9FSC3,tr|B9FSC3|B9FSC3_ORYSJ,Os06g0232200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0232200 PE=3 SV=1,0.915,0.987,1.012,0.764,1.04,0.876,0.871,0.672,0.866,0.792,1.192,1.264,1.157,0.923,0.84,0.773,0.858,0.95
222617495,Q2QM23,tr|Q2QM23|Q2QM23_ORYSJ,"Methyl-CpG binding domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g42550 PE=2 SV=1",0.987,0.84,0.934,0.766,0.953,0.859,0.88,0.813,1,0.999,1.179,1.279,1.17,1.031,0.888,0.927,0.864,0.764
222617918,B9ETM9,tr|B9ETM9|B9ETM9_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_00740 PE=3 SV=1,1.002,0.917,1.022,0.805,0.943,0.918,0.977,0.841,1.02,0.824,1.151,1.161,1.112,1.007,0.941,0.894,0.884,0.975
222618378,B9EWA5,tr|B9EWA5|B9EWA5_ORYSJ,TPR_REGION domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_01653 PE=4 SV=1,0.865,0.915,1.012,0.957,1.169,0.914,0.998,0.954,1.081,0.969,1.177,1.059,1.102,1.25,0.896,0.857,0.847,0.873
222634821,B9FR42,tr|B9FR42|B9FR42_ORYSJ,Uncharacterized protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_19840 PE=4 SV=1,0.954,0.964,1.018,0.94,1.082,1.099,0.928,0.913,0.9,0.81,0.947,1.069,1.015,0.915,0.874,0.843,0.835,0.888
297611974,Q2R2W2,sp|Q2R2W2|14334_ORYSJ,14-3-3-like protein GF14-D OS=Oryza sativa subsp. japonica OX=39947 GN=GF14D PE=1 SV=1,1.049,1.016,0.949,0.804,0.882,0.955,1.195,0.919,1.363,1.084,1.044,1.077,1.068,1.254,0.828,0.882,0.825,0.958
347948494,Q0D9D0,tr|Q0D9D0|Q0D9D0_ORYSJ,Os06g0726400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=SBE1 PE=2 SV=1,0.986,1.143,1.079,0.936,1.12,1.375,1.146,1.123,1.381,1.351,1.406,1.302,1.602,1.229,1.033,0.933,1.096,1.059
